exposure,outcome,nsnp,ivw_b,ivw_se,ivw_p,egger_b,egger_p,egger_intercept,egger_intercept_p,wm_b,wm_p,Q,Q_p,steiger_correct,steiger_p
Stroke,BMI,11,0.0153398462799005,0.01792272117475,0.392059600461642,0.0369549804209406,0.667088031606756,-0.00117621885020536,0.795487352511414,0.0119222324297596,0.504794295281928,23.1972122549225,0.0100415816918598,TRUE,2.65918100539208e-21
Stroke,CAD,23,0.457686472199973,0.178437179269081,0.0103183958653268,-0.469379437650283,0.592049320211269,0.0502619091922815,0.284489935071897,0.280000616738025,5.13588960368615e-08,1237.28099284776,4.89251719867367e-248,FALSE,1.50439649681537e-13
Stroke,eGFR,23,-0.00229648823486351,0.00355351824128277,0.518112530288311,0.0134155587575893,0.444879220792196,-0.000859606597559331,0.361885170425608,0.000352371481704291,0.885099206948899,168.584310701581,1.39499146540543e-24,TRUE,4.14960053643705e-26
Stroke,HbA1c,22,0.0438568191331301,0.0549367666633192,0.42468798742193,0.0243395744618588,0.930782435862717,0.00105642213002715,0.943285869500845,0.0443047367827577,0.00483887308747783,660.709181181508,2.6147681413393e-126,FALSE,1.00361104612931e-49
Stroke,HDL,23,-0.0263377062366776,0.0285460633147027,0.356195457141078,0.00154763827355134,0.991564660915687,-0.00150778179715303,0.845859176884369,-0.000966264914816137,0.935519229036667,414.773079744471,3.65229191636192e-74,TRUE,1.60881213667738e-13
Stroke,HF,23,0.300670223921952,0.0755302990829793,6.86867460770546e-05,0.222610741096908,0.574781511116074,0.00419646232639552,0.840418876314637,0.199441287690141,0.000378688170340611,233.173564130366,3.25316026250296e-37,TRUE,1.16592757243322e-22
Stroke,LDL,23,0.145551259887842,0.150679699133996,0.334061879881772,0.403602102561358,0.60215397347703,-0.0139522583551042,0.73314590782235,-0.00486806453327107,0.685633935597002,11420.8492720304,0,FALSE,4.07164262023176e-38
Stroke,SBP,23,1.91753445107318,0.994881538763664,0.0539298280131062,-5.78692428683493,0.238164550681967,0.416090941449047,0.113788022631267,-0.727682873800427,0.0350245429331663,1057.67669380561,1.0236825036146e-209,FALSE,5.63918562852782e-18
Stroke,T2D,18,0.23235806353537,0.0772678156652818,0.00263685445909705,0.03689061711981,0.924851660588288,0.0105659914420312,0.611031758268793,0.156956180550394,0.0176877485279788,59.930699311117,1.07894109110848e-06,TRUE,6.24318923685306e-16
Stroke,TC,23,0.124579710478582,0.133706610534791,0.351471244829769,0.384160598336657,0.575946800500655,-0.0140332881316129,0.699030382753224,0.00762560708897169,0.540861892194637,9678.80840652572,0,FALSE,4.46765118340752e-40
Stroke,TG,23,0.0101515541139684,0.019110598735172,0.595280045563278,0.0762313590826753,0.435400342205303,-0.00357224229174947,0.489315988912333,0.0165407701718601,0.19217028066458,188.375054047615,2.10473092608027e-28,TRUE,1.82153356172098e-35
T2D,BMI,103,0.00971636973261611,0.0176736744181817,0.582480485470689,-0.0729227205627528,0.0584380588263695,0.00689157226110328,0.016721486308625,-0.0496639750573863,1.69156489880879e-21,5046.69537337926,0,TRUE,1.21508380794075e-127
T2D,CAD,116,0.147583582511704,0.0216389791836501,9.08724284889489e-12,0.0581302531710478,0.236930874427971,0.00724427133128309,0.0442985997610208,0.109874752731908,5.65304562065512e-05,284.979539060406,1.96586325096358e-16,TRUE,2.94893542810601e-158
T2D,eGFR,96,-0.000968238303678631,0.00235662982904259,0.681177256747838,-0.00142780166428358,0.779601379594344,3.88895788679524e-05,0.918918106160206,-0.00311727537795312,0.204546268637955,275.143864362467,1.97804368858554e-19,TRUE,0
T2D,HbA1c,110,0.279312389209003,0.0147587936486485,7.07872000200452e-80,0.271153031882064,1.18405328166658e-12,0.000665689641052953,0.787939821387835,0.239894333751165,6.72781375231983e-191,2638.91040042139,0,FALSE,0
T2D,HDL,116,-0.0713623125810016,0.0170076297630224,2.71790233550061e-05,0.0193197909869676,0.610963349747816,-0.00736439887979512,0.00886959206008149,-0.0102396099342553,0.0158612836282937,8176.96567240305,0,TRUE,1.61847080951857e-219
T2D,HF,116,0.0464191040275035,0.0178232750641914,0.00920327660359702,-0.0175195959731915,0.66682349109909,0.0051708505000723,0.0828649505561017,0.0147291313514223,0.579838444139749,221.037175977672,1.07334535132584e-08,TRUE,0
T2D,LDL,116,0.00110745506418276,0.0107069465767651,0.917619065997893,-0.00380358191129794,0.877262204360825,0.000398778800538388,0.824509488516008,0.0093654242358418,0.0368075662301757,3202.15144609564,0,TRUE,0
T2D,SBP,116,0.755193908281537,0.135148292509026,2.29844014549497e-08,0.651107068153695,0.0380356202913712,0.00842322857657381,0.709772373662239,0.647393297276525,8.85638621753486e-13,1080.31634200256,1.31445250784431e-156,TRUE,0
T2D,Stroke,115,0.0934834539707578,0.0149725518323834,4.27461224618741e-10,0.0920570181602614,0.0102081502014501,0.000113294003558111,0.964374602565104,0.098793836667213,3.97321724477023e-06,176.190651711111,0.000167725610179655,TRUE,0
T2D,TC,116,-0.00297509816987013,0.0134140790917827,0.82447796987234,0.0063706440764024,0.83637251877675,-0.000758799170467305,0.736187947597447,0.0148445271198293,0.000436898572736666,5407.55400873414,0,TRUE,0
T2D,TG,116,0.0675134813830686,0.023953559958262,0.00482462730275008,0.00944000967299011,0.863154203085424,0.00471582504810702,0.239706011034766,0.0371773843228157,4.22878522281536e-14,16436.9178557187,0,TRUE,2.41096066870402e-139
TC,BMI,145,-0.0230936983218813,0.0248503612587187,0.352728264533669,-0.00876518050613971,0.822196648801769,-0.000436585785130446,0.632693286498538,-0.0165446412829317,0.203135675335015,1685.81312087217,5.87721493488087e-261,TRUE,0
TC,CAD,427,0.450738670776369,0.0402588180435528,4.26449059827059e-29,0.570559116735338,8.9224579469854e-19,-0.00391097094627588,0.0106665920202363,0.419985368409604,2.53087773743872e-17,1173.44180386679,4.13726688296063e-71,TRUE,0
TC,eGFR,146,0.004699537794863,0.00672781257079563,0.484849624075581,0.00441473533735572,0.689482735505066,7.58871177918967e-06,0.973986069751534,-0.00316037110914714,0.656236955924136,393.043045726541,9.27952609770751e-25,TRUE,0
TC,HbA1c,427,0.0898756293670866,0.0323390321742632,0.00544981963750004,-0.011652850720608,0.804029593634485,0.00367242504404339,0.00323635120915203,-0.00900710941745177,0.470494355132613,17288.2000835658,0,FALSE,1.86071986984284e-06
TC,HDL,565,0.215228072779266,0.0347328216828933,5.76677200781669e-10,0.133424481449455,0.00796444697482342,0.00306265502712336,0.0243281770089107,-0.0512682906865873,1.91046647328805e-07,66852.5418665908,0,TRUE,0
TC,HF,413,0.11469958341176,0.0294068190649576,9.60173459686467e-05,0.237154052759704,1.32591766941934e-07,-0.00406567230755576,0.000271658794782895,0.105774425295077,0.0108712723894939,720.851065707937,3.49765954438794e-19,TRUE,0
TC,LDL,563,0.93441651189769,0.0138883832703703,0,0.975911899810459,2.57078486653179e-204,-0.00155797432763304,0.00420024298466922,0.90468534169296,0,10509.4561186683,0,TRUE,4.99446995188672e-10
